seed,mesh_num_faces,simulation_time[h],computation_time[s]
101,22880,96.0,427.638
102,22880,96.0,608.3828
103,22880,96.0,695.1511
104,22880,96.0,356.054
105,22880,96.0,331.0998
106,22880,96.0,390.7846
107,22880,96.0,737.8091
108,22880,96.0,999.1284
109,22880,96.0,510.4552
110,22880,96.0,600.3844
111,22880,96.0,880.9277
